ajed	আজেদ
anandagopal	আনন্দগোপাল
shri	শ্রী
banubegam	বানুবেগম
gemplus	জেমপ্লাস
kohn	কোন
dharmadhikari	ধর্মাধিকারী
gupi	গুপী
makhowal	মাখোওয়াল
sanghi	সাঙ্ঘি
chakia	চাকিযা
nanni	নান্নী
crimean	ক্রিমেন
jamirali	জামিরআলী
francium	ফ্রানসিয়াম
arunadevi	অরুণাদেবী
swimming	সুইমিং
nikhilkumar	নিখিলকুমার
bellsouth	বেলসাউথ
merley	মার্লে
puls	পালস
anuradha	অনুরাধা
tonganoxie	টোঙ্গানোক্সি
parna	পর্ণা
hogg	হোগ
phanigopal	ফনীগোপাল
engravings	ইনগ্রাভিঙ্গস
marubeni	মারুবেনি
aftek	অ্যাফটেক
kajwadkar	কাজওয়াদকার
bhupen	ভূপেন
haslam	হিসল্যাম
shanubala	শানুবালা
shebeli	শিবেলি
nojaram	নোযারাম
county	ক্যান্টি
mcculloch	ম্যাককুলোচ
phutki	ফুটকি
science	সায়েন্স
chenab	চেনব
philips	ফিলিফস
flourochem	ফ্লুরোকেম
wier	ওয়ার
joyce	জোকে
mihijan	মিহিজান
bandel	ব্যান্ডেল
durgabibi	দুর্গাদেবী
rashid	রাসিদ
bhramri	ভ্রমরী
states	স্টেড
latikabala	লতিকাবালা
saptahik	সাপ্তাহিক
hegg	হেগ
rakhirani	রাখীরানী
kannada	খন্ড
hitler	হিটলার
carpathian	কার্পেথিয়ান
alo	আলো
willoughby	উইলোবি
sheikmontaj	সেকমনতাজ
chhina	ছিনা
nasiruddin	নসিরুদ্দিন
slowman	স্লোম্যান
banibala	বনিবালা
anou	অ্যানাও
leone	লিওন
zensar	জেন্সার
ikbal	ইকবাল
tavare	টাভার
manubala	মানুবালা
akola	আকোলা
novartis	নোভার্টিস
fertilisers	ফার্টিলাইজারস
basava	বসাভা
glendinning	গ্লেনডিনিং
pradipta	প্রদীপ্ত
thobal	থোবাল
jaiprakash	জয়প্রকাশ
manas	মানস
maslima	মসলিমা
bangar	বাঞ্জার
jurjaman	নূরজামান
shivsagar	শিবসাগর
pandit	পন্ডিত
harz	হার্জ
nani	ননী
hora	হোরা
safij	সাফিজ
medical	মেডিক্যাল
mary	ম্যারি
phatak	ফাটক
manibibi	মনিবিবি
pollock	পুলুক
hosenali	হোসেনআলি
mason	মেসন
shahosen	শাহহোসেন
moga	মোগা
fayad	ফায়াদ
gwaii	গাওয়াই
chapala	চপলা
kalyari	কলিয়ারী
nahid	নাহিদ
bhupia	ভূপিয়া
kashiram	কাশীরাম
icon	আইকন
wozniak	ওজনিয়াক
maakhalkar	মাখালকার
nihar	নিহার
buckingham	বাকিংহাম
anupkumar	অনুপকুমার
aamer	আমের
sangita	সঙ্গীঁতা
umberto	আম্বার্ট
madhulina	মধুলীনা
brendon	ব্রেনডন
phulandebi	ফুলনদেবী
kaluperuma	কলুপেরুমা
atulkrishna	অতুলকৃষ্ণ
ariadnah	আরিয়াদনাহা
sadat	সাদাত
baffin	বাফিন
tulsi	তুলসী
mobile	মোবাইল
oman	ওমান
optic	অপটিক
bhola	ভোলা
wellington	ওয়েলিংটন
bete	বেট
natura	ন্যাচুরা
dimapur	ডিমাপুর
clive	ক্লিভ
mamudali	মামুদআলি
robin	রোবিন
niluphar	নিলুফার
alwork	অলওয়ার্ক
palasi	পলাসী
mandsaur	মান্দসৌর
dennis	ডেনিস
cidades	সিদাদেস
isha	ঈশা
standard	স্টান্ডার্ড
fulchad	ফুলচাঁদ
kyoto	কিওটো
budhan	বূধন
jayantha	জয়ন্থ
akhilbandhu	অখিলবন্ধু
mexico	মেক্সিকো
heart	হার্ট
pentamedia	পেন্টামিডিয়া
dhanaula	ধনৌলা
udal	উদাল
rabinkumar	রবীনকুমার
radon	রেডন
manirabegam	মনিরাবেগম
dallaway	দাল্লাওয়ে
puranjan	পুরঞ্জন
tripura	ত্রিপুরা
janardan	জনার্দন
kaziranga	কাজিরাঙ্গা
manirul	মনিরুল
saman	সম্যান
akramali	আক্রামআলি
langham	ল্যাংহ্যাম
gurupada	গুরপদ
mande	মান্ডে
rahaman	রহমন
kutch	কুচ
franklin	ফ্রাঙ্কলিঙ্ক
green	গ্রীন
gour	গৌর
ramnarine	রামনারিন
alimaddin	আলিমদ্দিন
herschelle	হারসেল
soumendra	সৌমেন্দ্র
art	আট
mendelevium	মেন্ডেলিভিয়াম
jharnabibi	ঝর্ণাবিবি
manufacturing	ম্যানুফ্যাকচারিং
anand	আনন্দ
kalanki	কালাঙ্কি
babujan	বাবুজান
zirconium	জির্কোনিয়াম
aniket	অনিকেত
aubuchon	আবুচন
bugi	বুগি
commie	কোমিয়ে
paramita	পারমিতা
razin	রাজিন
turubala	টুরুবালা
akaltara	অকালতারা
shibsankar	শিবশংকর
batuque	বাতুকুই
aloknath	অলোকনাথ
rohilla	রোহিলা
budhanbala	বুধনবালা
salvi	সলভি
tapanchandra	তপনচন্দ্র
surendranagar	সুরেন্দ্রনগর
premchand	প্রেমচাঁদ
kokanastha	কোকানাস্থা
balai	বলাই
gage	গাজ
murshid	মুর্শিদ
allepi	আলেপি
terrible	টেরিবল
pamir	পামীর
selim	সেলিম
portela	পোর্টেল
cref	ক্রের্ফ
matrix	ম্যাট্রিক্স
cumbarjua	কুম্বারজুয়া
bonestell	বোনেস্টেল
mijarul	মিজারুল
eenadu	ইএনাডু
channani	চান্নানি
trishnarani	তৃষ্ণারানী
gladstone	গ্লাডস্টোন
mukulika	মুকুলিকা
dohara	দোহারা
helsinki	হেলসিঙ্কি
sinopec	সিনোপেক
jain	জৈন
chhamb	ছাম্ব
hiroshima	হিরোসিমা
moktar	মোক্তার
natchez	নটচেজ
turkey	তুর্কি
finance	ফাইন্যান্স
shikha	শিখা
kaki	খাকি
nepisa	নেপিসা
qalander	কলান্দার
nojepha	নোজেফা
uchh	উছ
bindu	বিন্দু
taiyo	তাইও
suprakash	সুপ্রকাশ
durgapura	দূর্গাপুরা
raktarani	রিক্তারাণী
insurance	ইন্স্যুরেন্স
golok	গোলোক
changanacheri	চানগানাচেরি
triptirani	তৃপ্তিরাণী
thorpe	থোর্প
murtakim	মুরতাকিম
girijatmaj	গিরিজাত্মাজ
soham	সোহম
nizamuddin	নিজামউদ্দিন
niharkana	নিহারকনা
karnes	কার্নেস
kranti	ক্রান্তি
colima	চোলিমা
research	রিসার্চ
godrej	গোদরেজ
siddhamalli	সিদ্ধমাল্লি
drums	ড্রুমস
panchabala	পঞ্চাবালা
oregon	ওরিগাঁও
morshed	মোরসেদ
manowara	মনওযারা
pratapgad	প্রতাপগড়
sita	সিতা
california	ক্যালিফোর্নিয়া
pemex	পিমেক্স
dena	দেনা
katse	কাটসে
cresud	ক্রেসাড
gorbachev	গরবাচেভ
dhoble	ধোবলে
hafijul	হাফিজুল
rigolet	রিগোলেট
lotni	লোটনী
albie	আলবিন
sukhi	সূখী
jamaluddin	জামালউদ্দিন
maksudalam	মকসুদআলম
roentgenium	রোয়েন্টজেনিয়াম
malatidevi	মালতীদেবী
door	ডোর
debraj	দেবরাজ
tiltman	টিল্টম্যান
bini	বিনি
sohal	সোহাল
madhyamam	মধ্যামাম
katong	কাটোং
sukra	শুক্র
jayasinghe	জয়াসিংহে
aduribala	আদুরীবালা
khurd	খুদ
amalkumar	অমলকুমার
brin	ব্রিন
basena	বাসেনা
global	গ্লোবাল
black	ব্ল্যাক
kutumbe	কুটুম্বে
jasim	জসীম
badani	বাদানি
debilal	দেবিলাল
barddhaman	বর্ধমান
munnidevi	মুন্নিদেবী
bildi	বিলদি
gorokhnath	গোরখনাথ
deakin	ডেকিন
rabichand	রবিচাঁদ
lumps	লাম্পস
sani	সানী
bhore	ভোরি
stockholm	স্টকহোম
unicredito	ইউনিক্রেডিটো
morepen	মোরপেন
ramgarh	রামগড়
minarwa	মিনারওয়া
sew	সেউই
kalpanarani	কল্পনারাণী
gondia	গোন্ডিয়া
swarnabala	স্বর্ণবালা
balil	বালিল
nagasaki	নাগাসাকি
ratulal	রুটুলাল
ghagwal	ঘাগওয়াল
sanjitkumar	সঞ্জিতকুমার
body	বডি
chhaturam	ছুটুরাম
brent	ব্রেন্ট
kushimohan	খুশিমোহন
post	পোষ্ট
bijani	বিজানি
dalal	দালাল
alakesh	অলকেশ
barfleur	বারফ্লেউর
basirul	বাসিরুল
andy	আন্ডি
majubibi	মাজুবিবি
leeds	লির্ডস
velcro	ভেলক্রো
mukand	মুকন্দ
dasada	দাসাদা
usman	উসমান
padina	পদিনা
bishan	বিশন
dineshwar	দীনেশ্বর
de	ডি
sabitridabi	সাবিত্রীদেবী
mellette	মেল্লেট
goutamkumar	গৌতমকুমার
cobalt	কোবাল্ট
hafiz	হাফীজ
brasil	ব্রাসিল
kville	ভিল
magellan	ম্যাগেলান
hiru	হীরু
centre	সেন্টার
kankan	কঙ্কন
tchernichovsky	চেরনিচোভস্কাই
rajgir	রাজগীর
axcan	অ্যাক্সকান
fraser	ফ্রেশার
sula	সুলা
sugata	সুগত
tulsa	টালসা
bulgaria	বুলগেরিয়া
raymond	রেমন্ড
dichpalli	ডিচপল্লী
connor	কোননোর
dukhubala	দুখুবালা
gunawardene	গুনওয়ার্ডেন
durgaprasad	দুর্গাপ্রসাদ
katyal	কাটওয়াল
balawali	বালাওলি
ajmirabibi	আজমীরাবিবি
kaiser	কৈসের
barjahan	বড়জাহান
manocha	মানোছা
greatest	গ্রেটেস্ট
shankarchndra	শংকরচন্দ্র
beri	বেরি
bachchu	বাচ্চু
ivor	ইভোর
buki	বুকি
sagar	সাগর
stewart	স্টেওয়ার্ট
northumberland	নরথাম্বারল্যান্ড
parama	পরমা
austria	অস্ট্রিয়া
anwar	আনোয়ার
borneo	বোর্নিও
tahura	তহুরা
communication	কমিউনিকেশন
rakesh	রাকেশ
jadhav	যাদব
mdasgar	মহঃআসগর
trevor	ট্রেভোর
chandramohan	চন্দ্রমোহন
miami	মিয়ামি
riktarani	রিক্তারানী
jamshed	জামসেদ
siraphat	সিরাফত্
muchchal	মৌচ্ছাল
anthony	আন্থোনি
kuleswar	কুলেশ্বর
rohan	রোহান
konikabala	কনিকাবালা
mercantile	মার্কান্টিলে
gary	গ্যারি
dixit	দীক্ষিত
lalbibi	লালবিবি
award	এয়ার্ড
shachindeb	শচীনদেব
redpath	রেডপথ
baharaali	বাহারআলি
veneto	ভেনেটো
marselim	মরসেলিম
hai	হাই
coleridge	কোলরিজ
pethkar	পেথকার
nandan	নন্দন
hashan	হাশান
sultanakhatun	সুলতানাখাতুন
birlanagar	বিরলানগর
trilochon	ত্রিলোচন
narsinghpur	নরসিংহপুর
julie	জুলিয়ে
veladero	ভেলাদেরো
mobarak	মোবারক
bon	বোন
barila	বারিলা
elton	এল্টোন
kursedali	খুরসেদআলি
bokaro	বোকারো
selleck	সেলেক
noronha	নোরোনহা
atasi	অতসী
commencement	কমেন্সমেন্ট
sharmita	শর্মিতা
bharatnatyam	ভারতনাট্যম
ashwini	অশ্বিনী
war	ওয়ার
churamani	চুরামণি
battery	ব্যাটারি
bhudeb	ভুদেব
logitech	লগিটেক
dadra	দাদরা
saandu	সান্ধু
biru	বীরু
biyavra	বিযাভরা
debrani	দেবরাণী
natural	ন্যাচরাল
raton	রাটন
daate	দাতে
malibibi	মলিবিবি
gudiyattam	গুদিয়াত্তাম
pagli	পাগলী
university	ইউনিভার্সিটি
menakarani	মেনকারাণী
dronachellam	ড্রোনাছিল্লাম
rakebabibi	রাকেবাবিবি
faruca	ফারুকা
khitish	ক্ষিতীশ
gymnastics	জিমনাস্টিক্স
tarakanta	তারাকান্ত
balipara	বালিপারা
ajimuddin	আজিমুদ্দিন
edgar	ঈগার
fattar	ফত্তার
future	ফিউচার
lakhiram	লখিরাম
apache	অ্যাপাচে
amitesh	অমিতেশ
ranks	রাঙ্কস
debanjali	দেবাঞ্জলী
andrea	অ্যানদ্রিয়া
balhi	বালহী
festival	ফেস্টিভাল
rangita	রঞ্জিতা
bandara	ভান্ডারা
anantakumar	অনন্তকুমার
white	ওয়াইড
banshagopal	বংশগোপাল
astrazeneca	অ্যাসট্রাজেনেকা
pasternek	পস্টারনেক
marmara	মারমারা
sarama	সরমা
mansa	মানসা
moynihan	মোয়ানিহান
sete	সেতে
iman	ইমন
by	বাই
fed	ফেড
fulmani	ফুলমণি
radio	রেডিও
mohona	মোহনা
water	ওয়াটার
burton	বার্টন
fatarfod	ফাটারফোড
lilabati	লীলাবতী
vaughan	ভোগহান
monowara	মোনোযারা
rawlins	রাউলিন
charanjit	চরনজিত্
neville	নেভিল
chandirani	চণ্ডীরানী
kalpesh	কাল্পেশ
radharani	রাধারানি
yachad	ইয়াচাড
hansibul	হাঁসিবুল
roping	রোপিং
jamiruddin	জমিরদ্দিন
malhan	মালহান
mehboobnagar	মেহবুবনগর
debra	ডেব্রা
tumucumaque	তুমুকুমাকিউ
rishi	ঋষি
lagardère	লাগার্ড্রে
and	ও
mirashi	মিরাশি
biuty	বিউটি
callaghan	কেলহান
serifan	সেরিফান
group	গ্রুপ
bismila	বিসমল্লা
afafura	আফাফুরা
runa	রুনা
anson	আনসোন
bashera	বাশেরা
cedar	সেডার
nashir	নাশির
horeshoes	হর্সোয়েস
tileswar	তিলেশ্বর
tinashe	টিনাশে
chandrabhan	চন্দ্রভান
soufli	সৌফলি
deabia	দেএবিয়া
panna	পান্না
brown	ব্রাউন
yellowstone	ইয়েলোস্টন
rohima	রোহিমা
franco	ফ্রানকো
jahenara	জাহেনারা
freewill	ফ্রিউইল
palan	পলান
griffiths	গ্রিফিথস
prasanta	প্রসান্ত
efford	এফোর্ড
rakhahari	রাখহরি
missoula	মিসৌলা
gouranga	গৌরাঙ্গঁ
vinci	ভিঞ্চি
italia	ইটালিয়া
mahanagar	মহানগর
churahat	চুরাহাট
rapti	রাপ্তী
silicom	সিলিকম
infomedia	ইনফোমিডিয়া
chennur	চেন্নুর
ghagra	ঘাঘরা
scopus	স্কোপাস
explor	এক্সপ্লোর
charminar	চারমিনার
nina	নিনা
mahendar	মহেন্দর
dhadhria	ধাধরীয়া
saskatchewan	স্যাসক্যাচএওয়ান
shiuji	শিউজি
chhapi	ছাপি
nandankumar	নন্দনকুমার
sayar	সাওর
premcor	প্রেমকোর
eveready	এভারেডি
mettur	মেট্টুর
industry	ইন্ড্রাস্ট্রি
wagner	ওয়াগনার
ambekar	আম্বেকার
anima	অনিমা
veletta	ভেল্টা
bilbanath	বিল্বনাথ
prakash	প্রকাশ
baishali	বৈশালী
dundara	দুনদারা
rambandhu	রামবন্ধু
cochraine	কোচরেইন
minakshi	মিনাক্ষী
kawachi	কওয়াচি
bhadrabati	ভদ্রাবতী
kure	কুরে
nafisa	নফিসা
rainsford	রেন্সফোর্ড
khudubala	ক্ষুদুবালা
guildhall	গুইলধাহল
ramtaran	রামতারন
fiddle	ফিডলে
babuswar	বাবুশ্বর
monte	মন্টি
sandhi	সন্ধি
miraglia	মিরাগ্লিয়া
shibsagar	শিবসাগর
piyush	পিযুস
naserali	নাসেরআলি
bamla	বামলা
kumaridevi	কুমারীদেবী
bohrium	বোহরিয়াম
swarup	স্বরূপ
against	এগেন্সট
jhumarani	ঝুমারাণী
bratislava	ব্রাতিস্লভা
tujam	তুজাম
free	ফ্রি
naosar	নওসার
read	রিড
maniklata	মানিকলতা
munger	মুঙ্গের
ruth	রুথ
banff	বানফ
kushal	কুশল
hossain	হোসেন
bhaktarani	ভক্তরানী
bhattu	ভাট্টু
amodini	আমোদিনী
garcha	গরচা
margashyam	মরগশ্যাম
dhulurani	ধুলুরানী
sabnis	সাবনিস
mrinal	মৃণাল
borivali	বোরিভালি
dharambala	ধরমবালা
rumford	রুমফোর্ড
rakshit	রক্ষিত
loncin	লনসন
sanaul	সানাউল
bahjoi	বাহজয়
hitlar	হিটলার
kephart	কেফার্ট
nusrat	নুসরত
reetinder	রেতিন্দ্র
nilkamal	নিলকমল
bond	বন্ড
sovabala	শোভাবালা
bangrod	ব্যাঙ্গরড
nurunnisa	নুরুন্নিসা
swinburne	সুইনবার্ন
rohidas	রোহিদাস
little	লিটিল
dharanidhar	ধরনীধর
constitution	কন্সটিটিউশান
rantu	রন্টু
sharif	শরিফ
nirupa	নিরুপা
raman	রামান
pradipta	প্রদীপ্তা
initiative	ইনিটিয়েটিভ
hillary	হিলারি
karmalkar	কার্মালকার
pallab	পল্লব
biltstraat	বিল্টস্ট্রাট
mithila	মিথিলা
kanpur	কানপুর
hepburn	হেপবার্ন
richardson	রিচার্ডসন
fajal	ফজল
imam	ইমাম
sarita	সরিতা
dhillon	ধীলোন
christian	ক্রিস্টিয়ান
basdeb	বাসদেব
hannover	হানোভার
leisure	লেইসিওর
biochem	বায়োকেম
chitradurga	চিত্রদূর্গা
jolly	জল্লী
fort	ফর্ট
safat	সাফাত
lauwershoek	লৌয়ারশোক
sadab	সাদাব
harvey	হারভে
basedali	বাসেদআলী
panjang	পাঞ্জাং
lalai	লালাই
wacker	ওয়াকার
kailash	কৈলাশ
williams	ইউলিয়াম
phanindra	ফনীন্দ্র
asturias	অস্টুরিয়াস
musida	মুশিদা
wavell	ওয়াভেল
kasheswari	কাশেশ্বরী
edinburgh	এডেনবার্গ
biska	বিসকা
trophy	ট্রোফি
poulomi	পৌলোমী
manchester	ম্যাঞ্চেস্টার
vimicro	ভিমিক্রো
const	কনস্ট
debra	ডেবরা
susil	সুসিল
anjunara	আনজুনারা
lau	লাউ
mintu	মিণ্টু
ron	রান
shubhradip	শুভ্রদীপ
donakonda	ডনাকোন্দা
rabindranath	রবীন্দ্রনাথ
addan	আদ্দান
buldhana	বুলধান
innovations	ইননোভেশানস
colour	কালার
reservoir	রিজার্ভর
mount	মাউন্ট
david	ডেভিড
christmas	ক্রিসমাস
kanak	কণক
ambari	আমবারী
shrimati	শ্রীমতি
terbium	টার্বিয়াম
ramashankar	রামাশঙ্কর
bansdih	বানসিদ্ধ
fatemakhatun	ফতেমাখাতুন
moving	মুভিং
nimrod	নিমরোড
samir	সামীর
alibaug	আলিবাগ
bhadu	ভদু
pallington	প্যালংটন
phulera	ফুলেরা
maltese	মলটেজ
phirdus	ফিরদুস
henry	হেনরি
cedi	সিডি
galva	গালভা
anisha	আনিশা
scott	স্কোট
pragati	প্রগতি
joseph	জোসেপ
shami	শমী
square	স্কোয়ার
kanaklata	কনকলতা
yesevi	ইয়েসেভি
nasma	নাসমা
olafs	ওলাফস
sujad	সুজাদ
nios	নিওস
promita	প্রমিতা
racing	রেসিং
chitraranjan	চিত্তরঞ্জন
deighton	ডিগটোন
ayubhosen	আযুবহোসেন
ununbium	উনউনবিয়াম
surendra	সুরেন্দ্র
banas	বানাস
tanujakhatun	তনুজাখাতুন
saaran	সারণ
picasso	পিকাসো
snowdonia	স্নোদোনিয়া
palash	পলাশ
kleist	ক্লেইস্ট
burjan	বুরজান
anjhi	আনজি
sarojina	সরজিনী
krishna	কৃষ্ণ
ankan	অঙ্কন
rajeshwar	রাজেশ্বর
sumati	সুমতি
aires	এয়ার্স
finland	ফিনল্যান্ড
overseas	ওভারসিজ
ajij	আজিজ
hoysaleswara	হয়সালেশ্বর
sujit	সুজিত
sabadhu	সাবাধু
jurangpathy	জুরঙ্গপথি
astokumar	অষ্টকুমার
lahore	লাহোর
bulai	বুলাই
wijegunawardene	ইউজেগুনাওয়ার্ডে
ajoychandra	অজযচন্দ্র
mouth	মাউথ
allauddin	আলাউদ্দিন
tictoria	টিক্টোরিয়া
bharati	ভারতী
malcolm	মালকোল্ম
minubala	মিনুবালা
raigad	রায়গড়
sukdeb	সুকদেব
goa	গোয়া
india	ইন্ডিয়া
shell	শেল
goutam	গৌতম
kallicharran	কালিচরন
abdulajij	আবদুলআজিজ
ahmad	আহন্মদ
najimul	নাজিমুল
zambezi	জাম্বেয়ী
super	সুপার
fosters	ফস্টারস
ozarkhed	ওজারখেদ
marwaha	মারওয়াহা
tarogato	টারোগাটো
madhabibala	মাধবীবালা
maynard	মেনার্ড
nataraj	নটরাজ
baradwar	বারদয়ার
mohinuddin	মহিনউদ্দিন
ackland	আকল্যান্ড
novo	নোভো
japahari	জপহরি
nay	নাই
bimalkanta	বিমলকান্ত
library	লাইবেরি
bomkesh	বোমকেশ
gower	গোয়ের
masumali	মাসুমআলি
chamba	চাম্বা
condoleeza	কন্ডোলিজা
mari	মারি
golapi	গোলাপী
evangelist	ইভাঞ্জিলিস্ট
pinki	পিঙ্কি
dilley	ডিল্লে
mujammal	মুজাম্মেল
burmester	বুরমেস্টার
gopeswari	গোপেশ্বরী
ganegama	গাঙ্গামা
asmatarabibi	ইসমাতারাবিবি
periyar	পেরিয়ার
shamir	সমীর
autom	অটম
chautham	চৌথাম
shane	শেন
bechabala	বেচাবালা
sainbi	সাইন্বি
tamenglong	তামেংলং
bowles	বয়েলস
anshi	আন্সি
maksuda	মকসুদা
bantawala	বনতয়ালা
fulmatidevi	ফুলমতিদেবী
attar	আট্রার
subhankar	সুভাংকর
barry	বেরি
ramprit	রামপ্রীত
bobbili	বোব্বিলি
debansu	দেবাংশু
dominion	ডোমিনিওন
panetta	পানেত্তা
nene	নেনে
ahana	অহনা
ernakulam	এরনাকুলাম
rupibala	রুপীবালা
maqsood	মাকসোদ
sidhanath	সিদ্ধনাথ
padma	পদ্মা
sanofi	সানোফি
hathway	হাথওয়ে
vembakottai	ভেমবাকোট্টাই
bakht	ভক্ত
subhejan	সুভেজান
raipur	রাইপুর
theodore	থ্রিওডোর
rim	রিম
tuku	টুকু
estonian	এস্টোনিয়ান
mahirul	মহিরুল
dholi	ধোলি
manojabibi	মানেজাবিবি
razdan	রাজদান
pelani	পেলানী
defreitas	ডেফ্রেটস
rangit	রঞ্জীত্
hendrick	হেনড্রিক
mortuja	মোর্তুজা
northern	নরথার্ন
rumarani	রুমারাণী
dharshana	ধরসন
murshidabibi	মুর্শিদাবিবি
swanson	সোয়ানসন
baljit	বলজিত্
stephen	স্টেফেন
raicharan	রাইচরন
danik	দৈনিক
indiana	ভারতিয়
rajkisore	রাজকিশোরী
geoffrey	জেফফ্রি
bandita	বন্দিতা
zachary	জাচারি
sattam	সত্তম
nurul	নুরুল
mansarani	মনসারানী
liggett	লিগেট
ketabali	কেতাবআলি
hinsdale	হিন্সডেল
kekarani	কেকারানী
pushkin	পুশকিন
magru	মগরু
frederica	ফ্রিডেরিকা
raban	রাবণ
gorana	গোরানা
bijaysota	বিজয়সোটা
gurucharan	গুরুচরণ
bhindaranwale	ভীন্দারানওয়ালি
shahbaz	শাহবাজ
nairashi	নৈরাশী
valour	ভেলুর
majbun	মজবুন
britons	ব্রিটোন্স
shankarprasad	শংকরপ্রসাদ
jewish	জিউশ
arenac	আরনাক
nasiruddin	নাসিরউদ্দিন
colbert	কলবার্ট
binita	বিনীত
akalanka	আকালাঙ্কা
ambiyakhatun	আম্বিযাখাতুন
east	ইষ্ট
vivendi	ভিভেন্ডি
natco	ন্যাটকো
degana	দিগানা
tonk	তোঙ্ক
darwin	ডারউইন
kruger	ক্রুগার
pradip	প্রদীপ
sumerpur	সুমারপুর
ajadali	আজাদআলি
croquet	ক্রোকুয়েট
jamsedali	জামসেদআলী
saawan	সাওয়ান
nelson	নেলশন
ladhu	লধু
lauria	লাউরিয়া
manarani	মনারানী
piratenpriset	পিরাটেনপ্রিসেট
munjur	মুনজুর
vico	ভিকো
ramdhari	রামধারী
zafar	জাফির
surubali	সুরুবালি
eads	ইয়াদস
leonard	লিওনার্দো
potdar	পোতদার
ajim	আজিম
lions	লিওনস
afghani	আফগানি
timken	টিমকেন
suman	সুমন
kyushu	কায়ুসু
karnataka	কর্ণাটক
bhaatvadekar	ভাতভাদেকার
basana	বাসনা
gandak	গন্ডক
sara	সারা
himatsingka	হিমাতসিংকা
zeya	জীয়া
pommern	পোমমের্ন
matejan	মতেজান
dhamua	ধামুয়া
bhirabchandra	ভৈরবচন্দ্র
draxis	ড্রাক্সিস
neeson	নিসন
puranik	পুরানিক
ajmal	আজমল
khungra	খুনগ্রা
alwis	অলুইস
sahajadibibi	সাহাজাদিবিবি
hague	হেগ
tarulata	তরুলতা
lima	লিমা
tajir	তাজির
mangan	মানগান
dan	ডান
peixe	পিক্স
ashta	অষ্ট
lakhanpal	লাখানপাল
mecklenberg	ম্যাকলেনবার্গ
bhandi	ভেঁদি
melbourne	মেলবোর্ন
naspers	নসপার্স
mah	মাহ
uppal	উপ্পাল
baran	বারন
masudabegam	মাসুদাবেগম
spiele	স্পিয়েলে
prema	প্রেমা
saambhi	সাম্ভি
jon	জোন
membala	মেমবালা
illinois	আইলিনয়েস
belkesh	বেলকেশ
brucklay	বার্কলে
koruna	কোরুন
phosphorous	ফসফরাস
azmir	আজমীর
hillcrest	হিলক্রেস্ট
nihari	নিহারী
ranchi	রাঁচী
chambal	চম্বল
samsung	সামসাং
gulf	গালফ
varattupallam	ভারাট্টুপাল্লাম
chinchli	চেনচলি
nitaichandra	নিতাইচন্দ্র
shahdara	শাহদারা
budhubala	বুধুবালা
clatsop	ক্লেস্টপ
randip	রনদীপ
shakti	শক্তি
amitabha	অমিতাভ
chodiala	চোদিয়ালা
parasmani	পরশমনি
wuankara	ইউয়েঙ্কারা
mukundalal	মুকুন্দলাল
cameron	কেমেরন
phelurani	ফেলুরানী
boparai	বোপারাই
albany	আলবেনী
congo	কঙ্গো
samsung	স্যামসাং
naeem	নঈম
justin	জাস্টিন
bidyut	বিদ্য়ুত্
chinchpada	চিনচপাদা
nitubala	নিতুবালা
ghauri	ঘাউরি
seemarani	সীমারাণী
shajapur	সাজপুর
mandela	ম্যান্ডেলা
saxony	স্যাক্সোনি
dharani	ধরনী
cunningham	কান্নিগহাম
baitul	বৈতুল
two	টু
anamat	আনামত
iventure	লভেনটুর
dan	দান
padmabati	পদ্মবতী
palestro	প্যালেস্ট্রো
manibala	মণিবালা
telecom	টেলিকম
yoko	ইয়োকো
chinchalkar	চিঞ্চলকার
murtaja	মুরতাজা
moles	মোলস
phurahad	ফুরাহাদ
vivek	বিবেক
pusparani	পূষ্পরানী
busch	বাসচ
eddo	ইডো
khirbala	ক্ষীরবালা
mungi	মুঙ্গি
shamim	শামীম
bhaga	ভাগা
avinandan	অভিনন্দন
bishenpur	বিশেনপুর
cole	কোলে
cabo	কাবো
halima	হালিমা
nast	ন্যাস্ট
ghentu	ঘেঁটু
somerset	সোমারসেট
rasnath	রসনাথ
ratnayeke	রত্নায়েক
alokranjan	অলোকরঞ্জন
barwaha	বারয়াহা
shefalibegam	শেফালীবেগম
hokkaido	হোক্কাইডো
motilal	মোতিলাল
dujon	ডুজোন
indrapal	ইন্দ্রপাল
museum	মিউজিআম
feruman	ফেরুমান
sirwal	সিরওাল
kalpanath	কল্পনাথ
vidisha	বিদিশা
nancy	ন্যান্সি
holstein	হোলস্টেন
dolan	দোলন
siwan	সিতান
ferguson	ফার্গুসন
marathwada	মারাঠওয়ারা
bani	বনি
montfort	মোন্টফোর্ট
rabichandra	রবিচন্দ্র
barpeta	বারপেটা
tina	টিনা
cendrawasih	সেন্দ্রাওয়াসিহ
sonali	সোনালী
farandole	ফারান্ডোলা
kuldip	কুলদীপ
gilat	জিলট
chatterji	চ্যাটার্জি
nighojkar	নিঘোজকার
chaiti	চৈতি
hamzah	হামজহ
nidhiram	নিধিরাম
santa	সান্তা
majida	মাজিদা
westside	ওয়েষ্টসাইড
palton	পলটন
sabiha	সাবিহ
indemnity	ইনডেমনিটি
moser	মোজার
darauli	দারৌলি
aishbagh	আইসবাগ
shaswata	শাশ্বত
pharma	ফার্ম
brad	ব্র্যাড
tyrrhenian	টিরহেনিয়ান
subal	সুবল
flintoff	ফ্লিনটোফ
mainura	মাইনুরা
affrique	আফ্রিকে
ranghina	রঙিনা
sarhindi	সারহিন্দি
